content,score,label,text_clean,text_stopword,text_tokenize,text_stemmed
"Teruntuk developer game genshin saya telah mencoba game ini ,dan game ini luar biasa bagius dari segi grafik dan gameplay-nya,namun disayangkan dari segi download datanya yang puluhan Gigabyte Bukan karena spek hp kecil tapi internetnya yang tak sejalan dengan lancar saya harus menunggu semalaman lebih untuk datanya",4,positif,teruntuk developer game genshin saya telah mencoba game ini  dan game ini luar biasa bagius dari segi grafik dan gameplay nya namun disayangkan dari segi download datanya yang puluhan gigabyte bukan karena spek hp kecil tapi internetnya yang tak sejalan dengan lancar saya harus menunggu semalaman lebih untuk datanya,teruntuk developer game genshin mencoba game game bagius segi grafik gameplay nya disayangkan segi download datanya puluhan gigabyte spek hp internetnya sejalan lancar menunggu semalaman datanya,"['teruntuk', 'developer', 'game', 'genshin', 'mencoba', 'game', 'game', 'bagius', 'segi', 'grafik', 'gameplay', 'nya', 'disayangkan', 'segi', 'download', 'datanya', 'puluhan', 'gigabyte', 'spek', 'hp', 'internetnya', 'sejalan', 'lancar', 'menunggu', 'semalaman', 'datanya']",untuk developer game genshin coba game game bagius segi grafik gameplay nya sayang segi download data puluh gigabyte spek hp internetnya jalan lancar tunggu malam data
"Bagus banget, dari grafik, alur cerita, Character, voice line, udah bagus semua kok. Cuman menurutku yg kurang itu di penyimpanannya, terlalu banyak makan memori. Selain itu menurutku bagus2 aja, sekian",4,positif,bagus banget  dari grafik  alur cerita  character  voice line  udah bagus semua kok  cuman menurutku yg kurang itu di penyimpanannya  terlalu banyak makan memori  selain itu menurutku bagus  aja  sekian,bagus banget grafik alur cerita character voice line udah bagus cuman menurutku yg penyimpanannya makan memori menurutku bagus aja sekian,"['bagus', 'banget', 'grafik', 'alur', 'cerita', 'character', 'voice', 'line', 'udah', 'bagus', 'cuman', 'menurutku', 'yg', 'penyimpanannya', 'makan', 'memori', 'menurutku', 'bagus', 'aja', 'sekian']",bagus banget grafik alur cerita character voice line udah bagus cuman turut yg simpan makan memori turut bagus aja sekian
"Game nya bagus bgt , cuman saya saranin jangan di tambahin terus GB nya kasian yang hp nya di bawah ram 8gb ,kalo bisa tmbhinya paling 2 GB an jngn lngsung 4gb ,kalo bisa cukup sampe 40 GB aja jngn di terusin ,cukup sekian terima kasih ,satu lagi ini kok sebelum Ar 46 tuh questnya susah bngt masa cuman 2 menit doang sedangkan musuhnya keras "" tolong dong yang dulu aja ga di menitin",5,positif,game nya bagus bgt   cuman saya saranin jangan di tambahin terus gb nya kasian yang hp nya di bawah ram  gb  kalo bisa tmbhinya paling   gb an jngn lngsung  gb  kalo bisa cukup sampe    gb aja jngn di terusin  cukup sekian terima kasih  satu lagi ini kok sebelum ar    tuh questnya susah bngt masa cuman   menit doang sedangkan musuhnya keras   tolong dong yang dulu aja ga di menitin,game nya bagus bgt cuman saranin tambahin gb nya kasian hp nya ram gb kalo tmbhinya gb an jngn lngsung gb kalo sampe gb aja jngn terusin sekian terima kasih ar tuh questnya susah bngt cuman menit doang musuhnya keras tolong aja ga menitin,"['game', 'nya', 'bagus', 'bgt', 'cuman', 'saranin', 'tambahin', 'gb', 'nya', 'kasian', 'hp', 'nya', 'ram', 'gb', 'kalo', 'tmbhinya', 'gb', 'an', 'jngn', 'lngsung', 'gb', 'kalo', 'sampe', 'gb', 'aja', 'jngn', 'terusin', 'sekian', 'terima', 'kasih', 'ar', 'tuh', 'questnya', 'susah', 'bngt', 'cuman', 'menit', 'doang', 'musuhnya', 'keras', 'tolong', 'aja', 'ga', 'menitin']",game nya bagus bgt cuman saranin tambahin gb nya kasi hp nya ram gb kalo tmbhinya gb an jngn lngsung gb kalo sampe gb aja jngn terusin sekian terima kasih ar tuh questnya susah bngt cuman menit doang musuh keras tolong aja ga menitin
"Saran nih kak, untuk update selanjutnya tolong dong di setting di berikan opsi untuk pengaturan kameranya. Dimana kameranya bisa otomatis menghadap ke depan lagi. Ini akan lebih nyaman untuk bermain saat bertarung",5,positif,saran nih kak  untuk update selanjutnya tolong dong di setting di berikan opsi untuk pengaturan kameranya  dimana kameranya bisa otomatis menghadap ke depan lagi  ini akan lebih nyaman untuk bermain saat bertarung,saran nih kak update tolong setting opsi pengaturan kameranya dimana kameranya otomatis menghadap nyaman bermain bertarung,"['saran', 'nih', 'kak', 'update', 'tolong', 'setting', 'opsi', 'pengaturan', 'kameranya', 'dimana', 'kameranya', 'otomatis', 'menghadap', 'nyaman', 'bermain', 'bertarung']",saran nih kak update tolong setting opsi atur kamera mana kamera otomatis hadap nyaman main tarung
"Game nya bagus dengan grafik yang memuaskan mata Dan walaupun explore udah 100% ga membosankan buat di mainin lagii Cuma ada satu hal yg kurang, semoga mihoyo nambahin fitur kayak di hsr yang setiap update, nanti otomatis ngehapus data yg ga berguna jadinya ukurannya tetap sama walaupun update nya sekitar6-7gb Jadi kita sbg player ga kekurangan penyimpanan",5,positif,game nya bagus dengan grafik yang memuaskan mata dan walaupun explore udah      ga membosankan buat di mainin lagii cuma ada satu hal yg kurang  semoga mihoyo nambahin fitur kayak di hsr yang setiap update  nanti otomatis ngehapus data yg ga berguna jadinya ukurannya tetap sama walaupun update nya sekitar   gb jadi kita sbg player ga kekurangan penyimpanan,game nya bagus grafik memuaskan mata explore udah ga membosankan mainin lagii yg semoga mihoyo nambahin fitur kayak hsr update otomatis ngehapus data yg ga berguna ukurannya update nya gb sbg player ga kekurangan penyimpanan,"['game', 'nya', 'bagus', 'grafik', 'memuaskan', 'mata', 'explore', 'udah', 'ga', 'membosankan', 'mainin', 'lagii', 'yg', 'semoga', 'mihoyo', 'nambahin', 'fitur', 'kayak', 'hsr', 'update', 'otomatis', 'ngehapus', 'data', 'yg', 'ga', 'berguna', 'ukurannya', 'update', 'nya', 'gb', 'sbg', 'player', 'ga', 'kekurangan', 'penyimpanan']",game nya bagus grafik muas mata explore udah ga bosan mainin lagi yg moga mihoyo nambahin fitur kayak hsr update otomatis ngehapus data yg ga guna ukur update nya gb sbg player ga kurang simpan
Saya mhn untuk data games bisa di pertimbangkan lgi kemungkinan besar masa depan nantinya map baru pasti banyak yg pensiun yg pemain mobile termasuk saya sendiri jujur sih dri tiap update semakin menguras data 🥲,4,positif,saya mhn untuk data games bisa di pertimbangkan lgi kemungkinan besar masa depan nantinya map baru pasti banyak yg pensiun yg pemain mobile termasuk saya sendiri jujur sih dri tiap update semakin menguras data  ,mhn data games pertimbangkan lgi map yg pensiun yg pemain mobile jujur sih dri update menguras data,"['mhn', 'data', 'games', 'pertimbangkan', 'lgi', 'map', 'yg', 'pensiun', 'yg', 'pemain', 'mobile', 'jujur', 'sih', 'dri', 'update', 'menguras', 'data']",mhn data games timbang lgi map yg pensiun yg main mobile jujur sih dri update uras data
"Sebenarnya dari segi gameplay dan story bagus. Tapi untuk grafik cuma bisa pilih yang paling rendah, padahal HP sudah mendukung, pakai hp gaming Tecno Pova 5. dari RAM juga mendukung. Dan untuk ukuran apa tidak bisa diperkecil lagi? Apalagi ada update baru, jadi tambah 5GB-an lagi 😭 Ini game mobile loh tapi kok kapasitas seperti game PC",4,positif,sebenarnya dari segi gameplay dan story bagus  tapi untuk grafik cuma bisa pilih yang paling rendah  padahal hp sudah mendukung  pakai hp gaming tecno pova    dari ram juga mendukung  dan untuk ukuran apa tidak bisa diperkecil lagi  apalagi ada update baru  jadi tambah  gb an lagi   ini game mobile loh tapi kok kapasitas seperti game pc,segi gameplay story bagus grafik pilih rendah hp mendukung pakai hp gaming tecno pova ram mendukung ukuran diperkecil update gb an game mobile loh kapasitas game pc,"['segi', 'gameplay', 'story', 'bagus', 'grafik', 'pilih', 'rendah', 'hp', 'mendukung', 'pakai', 'hp', 'gaming', 'tecno', 'pova', 'ram', 'mendukung', 'ukuran', 'diperkecil', 'update', 'gb', 'an', 'game', 'mobile', 'loh', 'kapasitas', 'game', 'pc']",segi gameplay story bagus grafik pilih rendah hp dukung pakai hp gaming tecno pova ram dukung ukur kecil update gb an game mobile loh kapasitas game pc
"Baru pertama kali saya download ini, dari beberapa iklan game ini sangat menarik untuk dimainkan namun disaat saya download...saya kecewa karna tidak cukup ruang terus, padahal saya sudah menghapus semua game dan aplikasi bertotal 7 termasuk game free Fri*, pas mau download itu tidak bisa malah disuruh apus lagi, ram ku 4 masa tidak muat aku download game online 4 itu muat kanapa ini tidak?tolong diperbaiki dan kurangkan data.",3,negatif,baru pertama kali saya download ini  dari beberapa iklan game ini sangat menarik untuk dimainkan namun disaat saya download   saya kecewa karna tidak cukup ruang terus  padahal saya sudah menghapus semua game dan aplikasi bertotal   termasuk game free fri   pas mau download itu tidak bisa malah disuruh apus lagi  ram ku   masa tidak muat aku download game online   itu muat kanapa ini tidak tolong diperbaiki dan kurangkan data ,kali download iklan game menarik dimainkan disaat download kecewa karna ruang menghapus game aplikasi bertotal game free fri pas download disuruh apus ram ku muat download game online muat kanapa tolong diperbaiki kurangkan data,"['kali', 'download', 'iklan', 'game', 'menarik', 'dimainkan', 'disaat', 'download', 'kecewa', 'karna', 'ruang', 'menghapus', 'game', 'aplikasi', 'bertotal', 'game', 'free', 'fri', 'pas', 'download', 'disuruh', 'apus', 'ram', 'ku', 'muat', 'download', 'game', 'online', 'muat', 'kanapa', 'tolong', 'diperbaiki', 'kurangkan', 'data']",kali download iklan game tarik main saat download kecewa karna ruang hapus game aplikasi total game free fri pas download suruh apus ram ku muat download game online muat kanapa tolong baik kurang data
"Jujur bagi saya game ini adalah game yang bagus. Seru dimainkan, dan adventurenya sangat berasa. Ada juga beberapa part part yang disertai pilihan alur yang lucu, Dan kesulitan mapnya berbeda beda 1 yang membuat saya sedih adalah memorinya. Dulu main di mobile bisa menggunakan grafik tertinggi, Dan tidak patah patah karena tidak memakan banyak memori. Tapi semakin kesini memori genshin semakin berat. Apakah bisa menurunkan memori internalnya?",1,negatif,jujur bagi saya game ini adalah game yang bagus  seru dimainkan  dan adventurenya sangat berasa  ada juga beberapa part part yang disertai pilihan alur yang lucu  dan kesulitan mapnya berbeda beda   yang membuat saya sedih adalah memorinya  dulu main di mobile bisa menggunakan grafik tertinggi  dan tidak patah patah karena tidak memakan banyak memori  tapi semakin kesini memori genshin semakin berat  apakah bisa menurunkan memori internalnya ,jujur game game bagus seru dimainkan adventurenya berasa part part disertai pilihan alur lucu kesulitan mapnya berbeda beda sedih memorinya main mobile grafik tertinggi patah patah memakan memori kesini memori genshin berat menurunkan memori internalnya,"['jujur', 'game', 'game', 'bagus', 'seru', 'dimainkan', 'adventurenya', 'berasa', 'part', 'part', 'disertai', 'pilihan', 'alur', 'lucu', 'kesulitan', 'mapnya', 'berbeda', 'beda', 'sedih', 'memorinya', 'main', 'mobile', 'grafik', 'tertinggi', 'patah', 'patah', 'memakan', 'memori', 'kesini', 'memori', 'genshin', 'berat', 'menurunkan', 'memori', 'internalnya']",jujur game game bagus seru main adventurenya asa part part serta pilih alur lucu sulit map beda beda sedih memori main mobile grafik tinggi patah patah makan memori kesini memori genshin berat turun memori internal
"Game nya bagus gerifak nya bagus dan ada banyak story quest aku sampe gak bisa berhenti main nya tapi sayang sekali sekalinya genshin update bisa memenuhi memori dari mulai 25,5MB dan terus naik aku jadi harus hepus beberapa game kesayangan ku demi update genshin ;(",5,positif,game nya bagus gerifak nya bagus dan ada banyak story quest aku sampe gak bisa berhenti main nya tapi sayang sekali sekalinya genshin update bisa memenuhi memori dari mulai     mb dan terus naik aku jadi harus hepus beberapa game kesayangan ku demi update genshin   ,game nya bagus gerifak nya bagus story quest sampe gak berhenti main nya sayang sekalinya genshin update memenuhi memori mb hepus game kesayangan ku update genshin,"['game', 'nya', 'bagus', 'gerifak', 'nya', 'bagus', 'story', 'quest', 'sampe', 'gak', 'berhenti', 'main', 'nya', 'sayang', 'sekalinya', 'genshin', 'update', 'memenuhi', 'memori', 'mb', 'hepus', 'game', 'kesayangan', 'ku', 'update', 'genshin']",game nya bagus gerifak nya bagus story quest sampe gak henti main nya sayang sekali genshin update penuh memori mb hepus game sayang ku update genshin
"Barusan saya update game sebanyak 5 gb, saat update selesai tiba tiba game force close. Setelah saya buka kembali game nya, malah diminta Download ulang 6 gb. Sangat boros kuota, tolong kalo bisa di fix ya tolong di fix. Rugi kuota kalau mesti download ulang",1,negatif,barusan saya update game sebanyak   gb  saat update selesai tiba tiba game force close  setelah saya buka kembali game nya  malah diminta download ulang   gb  sangat boros kuota  tolong kalo bisa di fix ya tolong di fix  rugi kuota kalau mesti download ulang,barusan update game gb update selesai game force close buka game nya download ulang gb boros kuota tolong kalo fix ya tolong fix rugi kuota mesti download ulang,"['barusan', 'update', 'game', 'gb', 'update', 'selesai', 'game', 'force', 'close', 'buka', 'game', 'nya', 'download', 'ulang', 'gb', 'boros', 'kuota', 'tolong', 'kalo', 'fix', 'ya', 'tolong', 'fix', 'rugi', 'kuota', 'mesti', 'download', 'ulang']",barusan update game gb update selesai game force close buka game nya download ulang gb boros kuota tolong kalo fix ya tolong fix rugi kuota mesti download ulang
"Heran sama orang yang kasih ⭐4 karena ukurannya yg besar, pengen grafik bagus map luas + story yang bagus juga tapi minta ukuran yang kecil? Bercanda kadang orang-orang ini.",5,positif,heran sama orang yang kasih    karena ukurannya yg besar  pengen grafik bagus map luas   story yang bagus juga tapi minta ukuran yang kecil  bercanda kadang orang orang ini ,heran orang kasih ukurannya yg pengen grafik bagus map luas story bagus ukuran bercanda kadang orang orang,"['heran', 'orang', 'kasih', 'ukurannya', 'yg', 'pengen', 'grafik', 'bagus', 'map', 'luas', 'story', 'bagus', 'ukuran', 'bercanda', 'kadang', 'orang', 'orang']",heran orang kasih ukur yg ken grafik bagus map luas story bagus ukur canda kadang orang orang
"Grafik, kharakter , world dan semuanya bagus bagus , mode co op gk toxic . Cuma tolong bisa tambahin multiplayer yg coop pvp , atau arena supaya bisa lawan teman atau pemain lain . Capek lawan bot dispyral abyss 😭😭👌 Terima kasih",4,positif,grafik  kharakter   world dan semuanya bagus bagus   mode co op gk toxic   cuma tolong bisa tambahin multiplayer yg coop pvp   atau arena supaya bisa lawan teman atau pemain lain   capek lawan bot dispyral abyss     terima kasih,grafik kharakter world bagus bagus mode co op gk toxic tolong tambahin multiplayer yg coop pvp arena lawan teman pemain capek lawan bot dispyral abyss terima kasih,"['grafik', 'kharakter', 'world', 'bagus', 'bagus', 'mode', 'co', 'op', 'gk', 'toxic', 'tolong', 'tambahin', 'multiplayer', 'yg', 'coop', 'pvp', 'arena', 'lawan', 'teman', 'pemain', 'capek', 'lawan', 'bot', 'dispyral', 'abyss', 'terima', 'kasih']",grafik kharakter world bagus bagus mode co op gk toxic tolong tambahin multiplayer yg coop pvp arena lawan teman main capek lawan bot dispyral abyss terima kasih
"Game udah bagus, grafik bagus,Tolong fitur menyelam agar bisa dilakukan di semua region,soalnya seru jadi sayang kalau cuma bisa dilakukan di fountain saja.",5,positif,game udah bagus  grafik bagus tolong fitur menyelam agar bisa dilakukan di semua region soalnya seru jadi sayang kalau cuma bisa dilakukan di fountain saja ,game udah bagus grafik bagus tolong fitur menyelam region seru sayang fountain,"['game', 'udah', 'bagus', 'grafik', 'bagus', 'tolong', 'fitur', 'menyelam', 'region', 'seru', 'sayang', 'fountain']",game udah bagus grafik bagus tolong fitur selam region seru sayang fountain
"game nya keren banget, dari grafik, quest yang di kerjakan, story, dan hadiah hadiah nya bagus bagus dan kata gw ga terlalu pelit sihh. ya wajar gitu game nya berat, emang sebagus itu!!!! pokok nya sukaaaa",5,positif,game nya keren banget  dari grafik  quest yang di kerjakan  story  dan hadiah hadiah nya bagus bagus dan kata gw ga terlalu pelit sihh  ya wajar gitu game nya berat  emang sebagus itu     pokok nya sukaaaa,game nya keren banget grafik quest kerjakan story hadiah hadiah nya bagus bagus gw ga pelit sihh ya wajar gitu game nya berat emang sebagus pokok nya sukaaaa,"['game', 'nya', 'keren', 'banget', 'grafik', 'quest', 'kerjakan', 'story', 'hadiah', 'hadiah', 'nya', 'bagus', 'bagus', 'gw', 'ga', 'pelit', 'sihh', 'ya', 'wajar', 'gitu', 'game', 'nya', 'berat', 'emang', 'sebagus', 'pokok', 'nya', 'sukaaaa']",game nya keren banget grafik quest kerja story hadiah hadiah nya bagus bagus gw ga pelit sihh ya wajar gitu game nya berat emang bagus pokok nya sukaaaa
Apa bisa setiap update nya bisa dioptimalkan agar tidak terlalu banya memakan penyimpanan telepon? Setiap update-nya sekarang mulai cukup besar. Agak sedikit khawatir dengan ruangan penyimpanan telepon nyg tidak mencukupi.,5,positif,apa bisa setiap update nya bisa dioptimalkan agar tidak terlalu banya memakan penyimpanan telepon  setiap update nya sekarang mulai cukup besar  agak sedikit khawatir dengan ruangan penyimpanan telepon nyg tidak mencukupi ,update nya dioptimalkan banya memakan penyimpanan telepon update nya khawatir ruangan penyimpanan telepon nyg mencukupi,"['update', 'nya', 'dioptimalkan', 'banya', 'memakan', 'penyimpanan', 'telepon', 'update', 'nya', 'khawatir', 'ruangan', 'penyimpanan', 'telepon', 'nyg', 'mencukupi']",update nya optimal banya makan simpan telepon update nya khawatir ruang simpan telepon nyg cukup
"Sejauh ini game mihoyo emg bener"" bagus"" semuaa!! :D btw genshin termasuk game yg paling sering aku mainin dan di genshin juga seru banget primogemsnya lebih byk didapet gt (kec klo udah byk explo sm ar tinggi) gabut dan seret <D oiya mihoyo aku mau ngasih masukan aja, tolong utk sistem gachanya (mau char, wp,dll) itu tolong dipermudah lagi gt misal awalnya pitynya harus 90 jadi 70 gt atau 60 kebawah agar f2p bisa mendapatkan dgn mudah, serta grinding arte ada fitur bisa milih arte yg kita ingin",5,positif,sejauh ini game mihoyo emg bener  bagus  semuaa    d btw genshin termasuk game yg paling sering aku mainin dan di genshin juga seru banget primogemsnya lebih byk didapet gt  kec klo udah byk explo sm ar tinggi  gabut dan seret  d oiya mihoyo aku mau ngasih masukan aja  tolong utk sistem gachanya  mau char  wp dll  itu tolong dipermudah lagi gt misal awalnya pitynya harus    jadi    gt atau    kebawah agar f p bisa mendapatkan dgn mudah  serta grinding arte ada fitur bisa milih arte yg kita ingin,game mihoyo emg bener bagus semuaa d btw genshin game yg mainin genshin seru banget primogemsnya byk didapet gt kec klo udah byk explo sm ar gabut seret d oiya mihoyo ngasih masukan aja tolong utk sistem gachanya char wp dll tolong dipermudah gt pitynya gt kebawah f p dgn mudah grinding arte fitur milih arte yg,"['game', 'mihoyo', 'emg', 'bener', 'bagus', 'semuaa', 'd', 'btw', 'genshin', 'game', 'yg', 'mainin', 'genshin', 'seru', 'banget', 'primogemsnya', 'byk', 'didapet', 'gt', 'kec', 'klo', 'udah', 'byk', 'explo', 'sm', 'ar', 'gabut', 'seret', 'd', 'oiya', 'mihoyo', 'ngasih', 'masukan', 'aja', 'tolong', 'utk', 'sistem', 'gachanya', 'char', 'wp', 'dll', 'tolong', 'dipermudah', 'gt', 'pitynya', 'gt', 'kebawah', 'f', 'p', 'dgn', 'mudah', 'grinding', 'arte', 'fitur', 'milih', 'arte', 'yg']",game mihoyo emg bener bagus semuaa d btw genshin game yg mainin genshin seru banget primogemsnya byk didapet gt kec klo udah byk explo sm ar gabut seret d oiya mihoyo ngasih masuk aja tolong utk sistem gachanya char wp dll tolong mudah gt pitynya gt bawah f p dgn mudah grinding arte fitur milih arte yg
"Gamenya bagus sih. Grafik OK, storyline OK, tapi untuk player end game sudah bikin jenuh. Main cuma daily doank sama ngabisin resin. Habis itu logout. Tambahin system trade/jual beli donk antar player baik senjata, artefak, dll. 1 lagi yang paling penting, kurang²i obrolan saat Story Quest maupun Archon Quest karena terlalu lama dan bertele-tele. Terimakasih.",3,negatif,gamenya bagus sih  grafik ok  storyline ok  tapi untuk player end game sudah bikin jenuh  main cuma daily doank sama ngabisin resin  habis itu logout  tambahin system trade jual beli donk antar player baik senjata  artefak  dll    lagi yang paling penting  kurang i obrolan saat story quest maupun archon quest karena terlalu lama dan bertele tele  terimakasih ,gamenya bagus sih grafik ok storyline ok player end game bikin jenuh main daily doank ngabisin resin habis logout tambahin system trade jual beli donk player senjata artefak dll i obrolan story quest archon quest bertele tele terimakasih,"['gamenya', 'bagus', 'sih', 'grafik', 'ok', 'storyline', 'ok', 'player', 'end', 'game', 'bikin', 'jenuh', 'main', 'daily', 'doank', 'ngabisin', 'resin', 'habis', 'logout', 'tambahin', 'system', 'trade', 'jual', 'beli', 'donk', 'player', 'senjata', 'artefak', 'dll', 'i', 'obrolan', 'story', 'quest', 'archon', 'quest', 'bertele', 'tele', 'terimakasih']",gamenya bagus sih grafik ok storyline ok player end game bikin jenuh main daily doank ngabisin resin habis logout tambahin system trade jual beli donk player senjata artefak dll i obrol story quest archon quest tele tele terimakasih
"Menurutku game nya bagus, design karakter, voice actor nya bagus² semuaa!, gameplay nya juga suka kayak lebih menyatu dengan alam gitu, animasi nya juga gak kalah keren!",5,positif,menurutku game nya bagus  design karakter  voice actor nya bagus  semuaa   gameplay nya juga suka kayak lebih menyatu dengan alam gitu  animasi nya juga gak kalah keren ,menurutku game nya bagus design karakter voice actor nya bagus semuaa gameplay nya suka kayak menyatu alam gitu animasi nya gak kalah keren,"['menurutku', 'game', 'nya', 'bagus', 'design', 'karakter', 'voice', 'actor', 'nya', 'bagus', 'semuaa', 'gameplay', 'nya', 'suka', 'kayak', 'menyatu', 'alam', 'gitu', 'animasi', 'nya', 'gak', 'kalah', 'keren']",turut game nya bagus design karakter voice actor nya bagus semuaa gameplay nya suka kayak satu alam gitu animasi nya gak kalah keren
"Bagus bgtt. Dari segi story, grafik sampe puzzle nya bener2 bagus, pilihan character nya juga banyak, world nya luas bgtt. Tapi kurangnya cuma 1 di ping nya yg kuning terus, kalo pake jaringan yg kurang stabil pas ngedomain malah muter terus, semoga bisa diperbaiki, aku pengen ngerasain maen genshin ping ijo hehe",5,positif,bagus bgtt  dari segi story  grafik sampe puzzle nya bener  bagus  pilihan character nya juga banyak  world nya luas bgtt  tapi kurangnya cuma   di ping nya yg kuning terus  kalo pake jaringan yg kurang stabil pas ngedomain malah muter terus  semoga bisa diperbaiki  aku pengen ngerasain maen genshin ping ijo hehe,bagus bgtt segi story grafik sampe puzzle nya bener bagus pilihan character nya world nya luas bgtt kurangnya ping nya yg kuning kalo pake jaringan yg stabil pas ngedomain muter semoga diperbaiki pengen ngerasain maen genshin ping ijo hehe,"['bagus', 'bgtt', 'segi', 'story', 'grafik', 'sampe', 'puzzle', 'nya', 'bener', 'bagus', 'pilihan', 'character', 'nya', 'world', 'nya', 'luas', 'bgtt', 'kurangnya', 'ping', 'nya', 'yg', 'kuning', 'kalo', 'pake', 'jaringan', 'yg', 'stabil', 'pas', 'ngedomain', 'muter', 'semoga', 'diperbaiki', 'pengen', 'ngerasain', 'maen', 'genshin', 'ping', 'ijo', 'hehe']",bagus bgtt segi story grafik sampe puzzle nya bener bagus pilih character nya world nya luas bgtt kurang ping nya yg kuning kalo pake jaring yg stabil pas ngedomain muter moga baik ken ngerasain maen genshin ping ijo hehe
"Sejauh ini aku main aku suka banget sama model gambar nya, bukan gamers tapi cukup menarik buat aku. Sayangnya buat dapat karakter lain tuh susah sekali, mana primogennya juga agak susah untuk didapatkan. Berharap banget ada hadiah karakter habis menyelesaikan misi yg agak panjang gt atau gimana soalnya bener bener susah buat dapat karakter :(, dan buat level up in karakter itu loh agak susah jadi makin naik level dunia level karakternya gak nuntut juga buat bisa naik akhirnya gampang mati wkwk",5,positif,sejauh ini aku main aku suka banget sama model gambar nya  bukan gamers tapi cukup menarik buat aku  sayangnya buat dapat karakter lain tuh susah sekali  mana primogennya juga agak susah untuk didapatkan  berharap banget ada hadiah karakter habis menyelesaikan misi yg agak panjang gt atau gimana soalnya bener bener susah buat dapat karakter     dan buat level up in karakter itu loh agak susah jadi makin naik level dunia level karakternya gak nuntut juga buat bisa naik akhirnya gampang mati wkwk,main suka banget model gambar nya gamers menarik sayangnya karakter tuh susah primogennya susah didapatkan berharap banget hadiah karakter habis menyelesaikan misi yg gt gimana bener bener susah karakter level up in karakter loh susah level dunia level karakternya gak nuntut gampang mati wkwk,"['main', 'suka', 'banget', 'model', 'gambar', 'nya', 'gamers', 'menarik', 'sayangnya', 'karakter', 'tuh', 'susah', 'primogennya', 'susah', 'didapatkan', 'berharap', 'banget', 'hadiah', 'karakter', 'habis', 'menyelesaikan', 'misi', 'yg', 'gt', 'gimana', 'bener', 'bener', 'susah', 'karakter', 'level', 'up', 'in', 'karakter', 'loh', 'susah', 'level', 'dunia', 'level', 'karakternya', 'gak', 'nuntut', 'gampang', 'mati', 'wkwk']",main suka banget model gambar nya gamers tarik sayang karakter tuh susah primogennya susah dapat harap banget hadiah karakter habis selesai misi yg gt gimana bener bener susah karakter level up in karakter loh susah level dunia level karakter gak nuntut gampang mati wkwk
"Grafik bagus,story bagus,terutama archon quest,paling ditunggu karna penasaran.untuk gameplay ga terlalu sulit,termasuk mudah kalo udh paham reaksi elemen dll.overall game bagus dr segi gameplay,story sama grafik.apalagi musik background nya,bikin serasa masuk ke dunia teyvat,tiap region beda² jenis musiknya.banyak event juga yang bikin player free to play bisa dapet primogem.cuma saya minta tolong,tambahin opsi buat pake controller di smartphone android",5,positif,grafik bagus story bagus terutama archon quest paling ditunggu karna penasaran untuk gameplay ga terlalu sulit termasuk mudah kalo udh paham reaksi elemen dll overall game bagus dr segi gameplay story sama grafik apalagi musik background nya bikin serasa masuk ke dunia teyvat tiap region beda  jenis musiknya banyak event juga yang bikin player free to play bisa dapet primogem cuma saya minta tolong tambahin opsi buat pake controller di smartphone android,grafik bagus story bagus archon quest ditunggu karna penasaran gameplay ga sulit mudah kalo udh paham reaksi elemen dll overall game bagus dr segi gameplay story grafik musik background nya bikin serasa masuk dunia teyvat region beda jenis musiknya event bikin player free to play dapet primogem tolong tambahin opsi pake controller smartphone android,"['grafik', 'bagus', 'story', 'bagus', 'archon', 'quest', 'ditunggu', 'karna', 'penasaran', 'gameplay', 'ga', 'sulit', 'mudah', 'kalo', 'udh', 'paham', 'reaksi', 'elemen', 'dll', 'overall', 'game', 'bagus', 'dr', 'segi', 'gameplay', 'story', 'grafik', 'musik', 'background', 'nya', 'bikin', 'serasa', 'masuk', 'dunia', 'teyvat', 'region', 'beda', 'jenis', 'musiknya', 'event', 'bikin', 'player', 'free', 'to', 'play', 'dapet', 'primogem', 'tolong', 'tambahin', 'opsi', 'pake', 'controller', 'smartphone', 'android']",grafik bagus story bagus archon quest tunggu karna penasaran gameplay ga sulit mudah kalo udh paham reaksi elemen dll overall game bagus dr segi gameplay story grafik musik background nya bikin serasa masuk dunia teyvat region beda jenis musik event bikin player free to play dapet primogem tolong tambahin opsi pake controller smartphone android
