content,score,label
"kalo ada menu untuk kontrolernya sih gw yakin nih bakal ramr gamenya, soalnya lebih enak kalo pake kontroler/gamepad, kalo pake apk lain malah ribet pas mau ganti karakter",4,positif
"Keren, mantap aku dah lama main, ya cuma mau kasih masukan aja sih, siapa tau di baca🤣, buat next update aku harap bisa pake kontroler sih, soalnya semua gamepad ku gak ada yang terdeteksi sama game nya sementara di iPhone temen, terdeteksi semua gamepad nya, ya cuma itu si menurut ku selaku player pengguna gamepad lebih nyaman aja main pake gamepad, sedangkan pake layar smartphone ya enak juga sih tapi bagi player pengguna gamepad lebih nyama kalo gamenya bisa pake gamepad si, itu aja trimaksh",5,positif
"Game nya bagus memanjakan mata, cuma game ini membutuhkan spesifikasi tinggi untuk memainkan dengan sempurna, dan sinyal juga harus bagus agar game yang dimain kan lebih lancar, intinya game ini sempurna cocok untuk dimainkan",5,positif
"Sebelum mendownload game ini, pastikan anda memiliki minimal satu dari tiga kriteria berikut: 1. KEBERUNTUNGAN 2. KEKAYAAN 3. KESABARAN. Jika anda tidak memiliki satu pun dari ketiga hal di atas, sebaiknya anda mencoba game lain. Game ini sangat bergantung kepada ketiga hal tersebut, terutama poin nomor 1 (KEBERUNTUNGAN). Game ini menggunakan sistem gacha/undian. Awalnya terasa seru, tapi lama kelamaan terasa menyebalkan khususnya momen membuang primogem untuk gacha karakter yg tidak diinginkan",3,negatif
"Akhirnya bisa dapet Wanderer [tertawa jaat] untuk dari segi cerita, grafik , dan karakter sangat2 rawr. Tapi kadang ngelag dikit gak ngaruh, Padahal dari WiFi ku udh termasuk kenceng",5,positif
"First time main game story open world terbadag (gede). Bagus story & grafik nya, teka teki nya banyak, ada tantangan yg susah buat diselesain sendirian. Baru 3 hari udah level 20. Minus nya 1 ya sebagian side quest yang gada petunjuk jalan. Memang ada beberapa petunjuk cuma gak dikasih full. Sampe gw bolak balik dari genshin ke YouTube berulangkali",4,positif
"Lama - lama jenuh, soalnya fragile resin ga di kasih tiap daily mission, if juga sulit ngulinya apalagi standar baner cuma kelarin lewat top up. Kasih lah fragile resi n sehari sekali pas daily mission biar ga susah banget nyari artefak. Bosen sumpah mau ngpain.",3,negatif
"Luar biasa dengan pemandangan yang begitu indah dan gameplay yang keren dan bermacam"" saya berharap dapat dipertahankan gameplay dan grafik nya makasih",5,positif
"Gensin adalah game terbaik dari segi grafis cerita karakter dan lain lain ... hanya saja yang membuat kecewa 3 tahun bermain game ini anniversary reward sangat monoton hampir tidak ada perubahan seolah olah apresiasi hal yang sama kesemua player setiap tahun ... saya harap bisa di perbaiki tapi nyatanya dari tahun ke tahun developer melakukan hal sama setiap tahun, sekian semoga jadi catatan agar bisa berkaca game yang lain",1,negatif
"Hehe, minus nya sih, gede banget, banyak update yang sebenernya player gak butuh, misal nya. Avatar nya kok di ganti? , chara nya makin deket, dan bukan lagi kapan kita dapet chara itu, tapi rilis nya, soalnya nyari 1 1 tuh susah, aku kau buat Genshin Journey, cerita di archon quest nya maksudnya, terus di samping ceritanya, aku gambar chara yang ku dari awal sampe akhir (traveler gak masuk). More resin please, we need it",4,positif
"Untuk versi mobile saya baru mencobanya, dengan SD695 masih kuat juga... Mungkin jika ditambahkan fitur kostumisasi tombol layout akan menjadi lebih mudah untuk memainkan nya.. Salut buat player mobile",5,positif
"Tolong lah kalo ngasih quest jangan panjang panjang males gua dengerin ceritanya... minimal kasih fitur skip biar gak kebuang waktunya, ini quest 1 ngabisin 1 jam cuman bolak balik ngobrol terus gak abis abis udh itu cmn dpt 30 primo. Kasih lah fitur skip cerita biar mudah dan cepat menyelesaikan quest",3,negatif
"Kok belakangan ini ping merah mulu ya? Ini servernya apa gimana sih? Perasaan dulu make jaringan biasa2 aja stabil di 100-140ms sama kyk make WiFi. Semenjak update Sumeru part 3 di device saya realme 9 sering bgt merah, tiba2 lag ga jelas ping 999 kan kocak, mana lagi pas ketemu musuh sama di domain, lagi eksplor pun juga lag. Operator Telkomsel ini pun di kota, dipake nonton Netflx sama Yutub aman2 aja. Giliran main ini lag mulu kesel bet gw!!! Tolong benerin lah sekarang main ga nyaman bgt!!!",2,negatif
"males main ini game, bosan event dan tantangan terlalu mudah kek game bocah, system gaca tdk menarik dan artefak susah nyari stats/substats yg cocok. UNINSTAL GOODBYE HOYOVERSE.",3,negatif
Mantap grafik serta jalan cerita yang sangat bagus dan sangat seru Tapi tolong diperbaiki lagi kenapa selalu agak lag dan terkadang bug pada beberapa hewan di game ini Tapi saya sangat senang dengan game ini karena cerita nya yang seru dan tidak begitu begitu saja Overall saya ratting 5 bintang. 👍👍👍 dikembangkan terus yaa,5,positif
"Game RPG terbaik. Story game terbaik, Desain karakter bagus semua, grafik world juga sempurna, gameplay menarik, dengan model duel langsung dengan musuh membuat tidak gampang bosan... Fitur Co-op yang juga bagus... Dan pastinya, gak bikin emosi... Layak untuk diinstal",5,positif
Bagus sih bagus ngeselin bintang 100 kesel banget sama musuhnya sama withering musuhnya levelnya tidak setara dengan level karakter semoga musuhnya dapat dikurangi untuk levelnya agar tidak terlalu sulit untuk dilawan dan zona wither juga tidak istan mati,4,positif
"karakter,alur cerita,grafik semuanya udah bagus..game ini hampir mendekati perfect..hanya saja server ping di Indonesia masih diatas 100ms. tp overall masih ok sih, karna ini game kebanyakan main solo player",5,positif
"Tolong cara memancingnya dipermudah. Memancingnya terlalu sulit, bahkan hampir setengah jam saya berusaha untuk mencocokkan garisnya tetap tidak bisa. Saya mohon tolong dipermudah cara memancingnya",5,positif
"Tolonglah hoyoverse, genshin jangan di anak tirikan, fitur"" yang banyak diinginkan para player malah banyak di honkai walau developer sama tapi perbedaan dari perlakuannya beda banget. Mulai dari desain karakter baru, sistem gacha dan fitur"" ingame semua terasa seperti lebih diperhatikan di honkai 🫠🫠",3,negatif
"Graifik Ok,Storyny Epic,World ny jg luas, karakternya banyak, cuman yg jd masalah adalah di size update yg gde yang g ramah buat HP spek minim, dan dialog ny juga g bisa d skip(lama bgt lagi:() cuman Overall game ini memang bagus, Dan ping ny kenapa kuning trus yh pdhl jaringan lancar entah memang server atau apa moga cpt d perbaiki dh, Untuk main di device redmi note 10s,6 128 masih ok sih di grafik low 45fps cuman update ny jgn gede"" Dong Itu doang sih moga cpt d perbaiki yh..",4,positif
"sejauh ini udah bagus, tapi kalo ukuran game bisa diminimalis lagi, mohon diminimalis sebisa mungkin karena banyak player yg setengah penyimpanannya full karena game genshin ini, terima kasih.",4,positif
"Awal2 main suka dengan game ini.. grafik, cerita, sama karakternya bagus2. Gamenya semakin update semakin berat, Update terakhir versi 4.0 udah berkorban kuota dan kapasitas besar tapi layarnya pecah2.. banyak bangunan hilang 🥲",3,negatif
"Sya sdh mulai sejak lama in game memang beneran seru updatenya jga cpat jdi okelah tpi buat ngumpulin primogens yang sulitt, memorinya juga mkin lma, makin banyak, dan hpku gak bisa nahan, tlong bagian memorinya, hoyoverse, aku pensi juga gra² g ckup memonya, pdhal pengen nyoba fontaine tpi gak bisa karena kehalang memori.",2,negatif
"Game ini bagusss baguss bangett cerita nya baguss,grafik nya kerennn,terus juga banyak karakter² yang menarik dan tentu nya kuattt,dan banyak boss di game ini yang bisa kita lawan dan kita bisa menaikan level karakter kita dengan barang bosss ituu, dan kita juga bisa menjelajahi dunia di game iniii Dan juga banyak event² yang menarikkk,teruss juga banyak waifuuuu 😁😁😁😁, kita juga bisa masak di game ini untuk menambahkan darah kitaaa,dan kita juga bisa Mabar dengan orang² yang dari luar negeri",5,positif
"Dulu gak ada iklan2 genshin karna tanpa iklan pun pemain tertarik pengen main, bahkan sampai top up gacha karakter player ngeluarin duit,tapi ,sekarang iklan2 impact banyak karna pemain banyak yg pensi karna sudah bosan karna alasan msg2,terus jadinya sekarang jadi developer yg terus ngeluarin duit buat iklan genshin:)",1,negatif
"Tolong permudah dalam login di perangkat baru, verifikasi 2 langkah dengan menggunakan email justru mempersulit saya dalam login karena akun email saya bermasalah. Cukup dengan menggunakan fb saja tidak perlu email:)",3,negatif
"Saya dari dulu main ni game dari hp low budget sampe sekarang bisa up ke spek yg lebih mumpuni ,petualangan nya seru alur cerita nya menarik ada teka teki di setiap quest nya good game lah",5,positif
"Keseluruhan oke, tapi saran untuk depelopment nya buatkan fitur auto farming, kebanyakan orang-orang males di farming, cari mentahan item, open map dll, apalagi terus ada map baru, rata-rata kesusahan buat farming di map baru tersebut, mungkin bisa dipertimbangkan untuk dibuatkan auto farming",3,negatif
"Grafitasi nya bagus, pemandangannya bagus, karakternya juga bagus, walau sering mengupdate ulang aku tetep suka game ini!! tidak membuatku bosan, dan menaikkan level terus menerus itu menyenangkan, Terima kasih MIHOYO!!! Selagi ada ghensin ayo dowload dan main bareng!!!!!!!!!!!!!!!!!!!!!! (≡^∇^≡)",5,positif
"Game ini bagus cocok buat hiburan, dan lagi hadiah aniv nya kalau bisa kasih buat 5 kali gacha aja terus setiap player kalau mau gacha di kalahin rate off yg tinggi di atas 80an biar semakin menantang game nya, terus peti"" nya kasih di tempat yg sulit di jangkau, sama tantangan event nya buat dapetin Primo harus susah sesuah"" nya, itu aja sih biar agak tersiksa sedikit",5,positif
"Teruntuk developer game genshin saya telah mencoba game ini ,dan game ini luar biasa bagius dari segi grafik dan gameplay-nya,namun disayangkan dari segi download datanya yang puluhan Gigabyte Bukan karena spek hp kecil tapi internetnya yang tak sejalan dengan lancar saya harus menunggu semalaman lebih untuk datanya",4,positif
"Bagus banget, dari grafik, alur cerita, Character, voice line, udah bagus semua kok. Cuman menurutku yg kurang itu di penyimpanannya, terlalu banyak makan memori. Selain itu menurutku bagus2 aja, sekian",4,positif
"Game nya bagus bgt , cuman saya saranin jangan di tambahin terus GB nya kasian yang hp nya di bawah ram 8gb ,kalo bisa tmbhinya paling 2 GB an jngn lngsung 4gb ,kalo bisa cukup sampe 40 GB aja jngn di terusin ,cukup sekian terima kasih ,satu lagi ini kok sebelum Ar 46 tuh questnya susah bngt masa cuman 2 menit doang sedangkan musuhnya keras "" tolong dong yang dulu aja ga di menitin",5,positif
"Saran nih kak, untuk update selanjutnya tolong dong di setting di berikan opsi untuk pengaturan kameranya. Dimana kameranya bisa otomatis menghadap ke depan lagi. Ini akan lebih nyaman untuk bermain saat bertarung",5,positif
"Game nya bagus dengan grafik yang memuaskan mata Dan walaupun explore udah 100% ga membosankan buat di mainin lagii Cuma ada satu hal yg kurang, semoga mihoyo nambahin fitur kayak di hsr yang setiap update, nanti otomatis ngehapus data yg ga berguna jadinya ukurannya tetap sama walaupun update nya sekitar6-7gb Jadi kita sbg player ga kekurangan penyimpanan",5,positif
Saya mhn untuk data games bisa di pertimbangkan lgi kemungkinan besar masa depan nantinya map baru pasti banyak yg pensiun yg pemain mobile termasuk saya sendiri jujur sih dri tiap update semakin menguras data 🥲,4,positif
"Sebenarnya dari segi gameplay dan story bagus. Tapi untuk grafik cuma bisa pilih yang paling rendah, padahal HP sudah mendukung, pakai hp gaming Tecno Pova 5. dari RAM juga mendukung. Dan untuk ukuran apa tidak bisa diperkecil lagi? Apalagi ada update baru, jadi tambah 5GB-an lagi 😭 Ini game mobile loh tapi kok kapasitas seperti game PC",4,positif
"Baru pertama kali saya download ini, dari beberapa iklan game ini sangat menarik untuk dimainkan namun disaat saya download...saya kecewa karna tidak cukup ruang terus, padahal saya sudah menghapus semua game dan aplikasi bertotal 7 termasuk game free Fri*, pas mau download itu tidak bisa malah disuruh apus lagi, ram ku 4 masa tidak muat aku download game online 4 itu muat kanapa ini tidak?tolong diperbaiki dan kurangkan data.",3,negatif
"Jujur bagi saya game ini adalah game yang bagus. Seru dimainkan, dan adventurenya sangat berasa. Ada juga beberapa part part yang disertai pilihan alur yang lucu, Dan kesulitan mapnya berbeda beda 1 yang membuat saya sedih adalah memorinya. Dulu main di mobile bisa menggunakan grafik tertinggi, Dan tidak patah patah karena tidak memakan banyak memori. Tapi semakin kesini memori genshin semakin berat. Apakah bisa menurunkan memori internalnya?",1,negatif
"Game nya bagus gerifak nya bagus dan ada banyak story quest aku sampe gak bisa berhenti main nya tapi sayang sekali sekalinya genshin update bisa memenuhi memori dari mulai 25,5MB dan terus naik aku jadi harus hepus beberapa game kesayangan ku demi update genshin ;(",5,positif
"Barusan saya update game sebanyak 5 gb, saat update selesai tiba tiba game force close. Setelah saya buka kembali game nya, malah diminta Download ulang 6 gb. Sangat boros kuota, tolong kalo bisa di fix ya tolong di fix. Rugi kuota kalau mesti download ulang",1,negatif
"Heran sama orang yang kasih ⭐4 karena ukurannya yg besar, pengen grafik bagus map luas + story yang bagus juga tapi minta ukuran yang kecil? Bercanda kadang orang-orang ini.",5,positif
"Grafik, kharakter , world dan semuanya bagus bagus , mode co op gk toxic . Cuma tolong bisa tambahin multiplayer yg coop pvp , atau arena supaya bisa lawan teman atau pemain lain . Capek lawan bot dispyral abyss 😭😭👌 Terima kasih",4,positif
"Game udah bagus, grafik bagus,Tolong fitur menyelam agar bisa dilakukan di semua region,soalnya seru jadi sayang kalau cuma bisa dilakukan di fountain saja.",5,positif
"game nya keren banget, dari grafik, quest yang di kerjakan, story, dan hadiah hadiah nya bagus bagus dan kata gw ga terlalu pelit sihh. ya wajar gitu game nya berat, emang sebagus itu!!!! pokok nya sukaaaa",5,positif
Apa bisa setiap update nya bisa dioptimalkan agar tidak terlalu banya memakan penyimpanan telepon? Setiap update-nya sekarang mulai cukup besar. Agak sedikit khawatir dengan ruangan penyimpanan telepon nyg tidak mencukupi.,5,positif
"Sejauh ini game mihoyo emg bener"" bagus"" semuaa!! :D btw genshin termasuk game yg paling sering aku mainin dan di genshin juga seru banget primogemsnya lebih byk didapet gt (kec klo udah byk explo sm ar tinggi) gabut dan seret <D oiya mihoyo aku mau ngasih masukan aja, tolong utk sistem gachanya (mau char, wp,dll) itu tolong dipermudah lagi gt misal awalnya pitynya harus 90 jadi 70 gt atau 60 kebawah agar f2p bisa mendapatkan dgn mudah, serta grinding arte ada fitur bisa milih arte yg kita ingin",5,positif
"Gamenya bagus sih. Grafik OK, storyline OK, tapi untuk player end game sudah bikin jenuh. Main cuma daily doank sama ngabisin resin. Habis itu logout. Tambahin system trade/jual beli donk antar player baik senjata, artefak, dll. 1 lagi yang paling penting, kurang²i obrolan saat Story Quest maupun Archon Quest karena terlalu lama dan bertele-tele. Terimakasih.",3,negatif
"Menurutku game nya bagus, design karakter, voice actor nya bagus² semuaa!, gameplay nya juga suka kayak lebih menyatu dengan alam gitu, animasi nya juga gak kalah keren!",5,positif
"Bagus bgtt. Dari segi story, grafik sampe puzzle nya bener2 bagus, pilihan character nya juga banyak, world nya luas bgtt. Tapi kurangnya cuma 1 di ping nya yg kuning terus, kalo pake jaringan yg kurang stabil pas ngedomain malah muter terus, semoga bisa diperbaiki, aku pengen ngerasain maen genshin ping ijo hehe",5,positif
"Sejauh ini aku main aku suka banget sama model gambar nya, bukan gamers tapi cukup menarik buat aku. Sayangnya buat dapat karakter lain tuh susah sekali, mana primogennya juga agak susah untuk didapatkan. Berharap banget ada hadiah karakter habis menyelesaikan misi yg agak panjang gt atau gimana soalnya bener bener susah buat dapat karakter :(, dan buat level up in karakter itu loh agak susah jadi makin naik level dunia level karakternya gak nuntut juga buat bisa naik akhirnya gampang mati wkwk",5,positif
"Grafik bagus,story bagus,terutama archon quest,paling ditunggu karna penasaran.untuk gameplay ga terlalu sulit,termasuk mudah kalo udh paham reaksi elemen dll.overall game bagus dr segi gameplay,story sama grafik.apalagi musik background nya,bikin serasa masuk ke dunia teyvat,tiap region beda² jenis musiknya.banyak event juga yang bikin player free to play bisa dapet primogem.cuma saya minta tolong,tambahin opsi buat pake controller di smartphone android",5,positif
"Developer buta feedback, perkembangan dari tahun ke tahun tidak ada perbedaan, gacha weapon paling sulit, konten end game yang biasa aja, farming artefak ampas daripada gacha karakter, developer pemalas dalam mendesain NPC (minimal untuk quest dunia, NPC yang penting/mempengaruhi story didesain sebagai mungkin, bukan copy paste, muak liatnya), quest dunia banyak omong. Developer minim ide karena banyak yg main, gacha dan nyepong, jadi ngapain mikir ide bagus, kalau jelek aja udah laris manis.",1,negatif
"Game nya super duper keren, realistis dan karakter nya beragama dan bagus bagus, tapi meskipun begitu, ada beberapa karakter yang lumayan kurang di minati, jadi saya berharap di versi berikut nya karakter nya bagus bagus dan wort it untuk di gacha",5,positif
"setelah cukup lama main genshin baru sadar kalau alur cerita nya itu terasa lama, kaya harus nunggu versi terbaru baru muncul quest archon? kaya itu lama banget, untuk hadiah primogem juga bisa di bilang sedikit ya, dan kalau bisa harga welkin di kurangin hehe mksh 😁",3,negatif
"Keseluruhan dari quest, story, dll.. sudah bagus banget tapi kadang kalo lagi main bareng temen Lag nya parah banget sampe gk bisa gerak bikin kesel banget.",5,positif
"Bagus gamenya menarik juga, ga bikin stress sama tugas sekolah terus juga ni game bisa mabar mantap pokoknya, nah karna saya udh kasi rate bintang 5 + komentar yang baik kasi saya karakter bintang lima dong min😃🙏",5,positif
"Dari segi gamplay bagus, story nya bagus, grafik nya juga bagus, cuman ukuran dari game nya aja yg sangat tidak ramah semoga depoleper nya bisa memperbaiki hal ini... Terima kasih karena jika ukuran game ini lebih kecil pasti akan lebih baik dan banya yg memainkan nya.",4,positif
"Graphic bagus - desain character bagus - tiap character punya lore atau cerita sendiri yang unik - open world, pertualangan dan puzzle yang oke - bgm yang bagus. Minta tolong juga untuk end game contentnya ditambahkan. Looking forward for update 3.0",5,positif
"Game bagus udh cukup suka sama yang ada di genshin ini,terutama char yang cakep² bikin tambah semangat main, tapi masalahnya cuma satu sih menurut pribadi ku yaitu suara char saat misi/quest tidak ada mentok di inazuma doang setelah keluar inazuma otw sumeru dan fontain tidak ada suara nya. Atau emng hp saya yang ga suport kah?",4,positif
"Udh ga kerasa hampir 4 tahun maen genshin impact, dari 2020 sampe sekarang kenangan yang di game ini bener"" berasa dan selalu merasa nostalgia ketika bertemu tempat pertama kali main. Pokoknya terimakasih telah meluangkan waktu saya untuk bermain dan meredakan stress semoga game genshin berkembang menjadi lebih baik kek perbanyak hadiah, menambah jumlah resin, dan mempermudah mendapatkan artefak, dan jangan lupa lagu lagunya juga pertahankan begitu pula kenangan nya, Thankyou",5,positif
"Game yang sangat bagus sekali. Saya bisa bilang kalau ini game pertama yang terbaik yang pernah saya mainkan di mobile. Grafik bagus, desain karakter bagus, story yang sangat-sangat keren, soundtrack game yang juga bagus, pemandangan di dalam game yang bener-bener keren, gameplay yang seru dan masih banyak lagi kepuasan yang saya dapatkan di game ini. Terimakasih genshin sdh menemani saya di sepanjang 3 tahun ini.",5,positif
"Satu²nya game yang paling gw rekom buat yang doyan sama game mmorpg, but kekurangannya menurut gw sih... Hmm mungkin harus diadain event khusus buat player baru, biar tambah minat soalnya semua serba susah... Btw gw juga baru main sih, udah 5 kali gacha tapi dapetnya ampas... Mana ngumpulin primogemnya lama lagi:v Tapi gamenya bagus kok, tq",4,positif
"Perkembangan game sangat tidak memuaskan setiap tahunnya, dengan pencapaian dan keuntungan yang diperoleh selama 3 tahun oleh developer. Mereka hanya memberikan perkembangan bermain yang tidak ada bedanya setiap tahun kepada playernya. Maaf saya sudah terlalu bosan dan marah dengan perkembangan game yang saya suka ini. Selamat tinggal genshin impact.",1,negatif
"Dari segi game play dan Grafik game ini Benar benar bagus untuk game smartphone, Dan dalam segi gacha event itu bagus dan Memuaskan, 90 kali gacha menjanjikan karakter bintang 5 itu adalah hal yang Bagus, dan Untuk Pengguna lain Yang Kecewa dengan Event dan gacha game ini mohon pertimbangan lagi, Game ini sudah memberikan fitur yang bagus dan Perkembangan game ini Tergantung dari Playernya jika suka eksplorasi dan Menjalankan misi Pasti mendapatkan Primogem (Diamon) dan itu bagus sekali",5,positif
"Gameplay grafik sudah sangat bagus , mungkin untuk kedepannya bisa ditambahkan fitur trade item , weapon , dan Artefak karna fitur tersebut bisa sangat membantu , karena banyak player yg mempunyai barang berlebih dan bisa mereka tukar dengan player lain yang juga membutuhkan item yang kita punya. Terimakasih Hoyoverse",5,positif
"Awal download lancar tapi kaya udah jalan hampir sebulan tiba"" sering ngeleg trus kalo habis bisa login mau masuk dalam game ga bisa layar langsung hitam berkali"" coba gitu terus udah aku bersihin change juga udah hapus hapus app tetep ga bisa juga Sampek hapus download ulang pun ga bisa aku tau ini karna hp ku apa gimana, tolong pikah genshin bantu donggg",3,negatif
"kalo bisa tambahin fitur layout untuk memindahkan tombol attack elemtal skill burst skill dll, agar lebih bisa menyesuaikan pengguna dan tidak salah pencet, seperti dogde yg terlalu dekat dengan attack 🗿",3,negatif
"Game nya bagus karna game nya realistis ya gitu deh sebenarnya makin bagus lagi kalo ada guest yg serasa jadi mata mata gitu kalo bisa aja sih tapi game nya emang bagus bgt sih serasa berpetualang beneran walau cuma game tapi bisa bikin berpengalaman, tapi kok gak ada karakter yg ultah nya sama kaya aku soalnya ultah ku 29 februari kalo ada yg sama pasti ku spin sih, tapi kalo bisa di ending game nya dikasih pilihan buat milih karakter pendamping buat nemenin traveler nya buat mc cwk/cwk",5,positif
"Grafiknya bangus banget dan karakternya juga unik dan lumayan mempesona, ceritanya menarik banget dan seru tapi cara memenangkan karakter utamanya agak susah dan bisa di bilang lumayan sulit, tapi tetap game yg paling seru!",5,positif
"Keren sih game nya, grafik nya HD, waifu waifu dan Husbu tercukupi, Keren pokoknya, Alur gamenya jg keren, design character nya pada bikin otak gua waw banget sih, apalagi character fontaine dan design archon,fatui,adeptus,dll nya, keren kerenn bangett gilaaa😅😅☝️☝️☝️☝️",5,positif
"Tentunya game dengan genre RPG dan pembuatan karakter seperti dalam cerita Anime membuat kita semakin mencintai karakter yang ada dalam game tersebut.. Namun selain itu misi yang membuat kita harus berfikir juga merupakan hal yang menarik. Game yang telah memenangkan banyak penghargaan juga,game terbaik yang pernah ada",5,positif
"Knp kalo saat saya main,keluar sendiri,tidak ada beberapa menit langsung keluar sendiri,pdhl sinyal nya sangat bagus, penyimpanan saya juga masih banyak,ini membuat saya tidak nyaman untuk bermain.",3,negatif
"pertama kali tau pas dari awal beta banget tapi ga bisa main, terus beli hp yg lebih bagus dapetnya di 1.3, storage tiba tiba penuh jadi pensi dulu di 2.0, 2.6 balik lagi sampe 4.0, semuanya perfect kayak biasa, terimakasih banyak kepada miHoYo, HoYoverse, serta Da Wei dan para staff nya🙏",5,positif
"Memang game nya bagus, tapi setelah update kadang-kadang saya ketika login ada peringatan ""data quest hilang"" terus suruh download ulang. Tolong diperbaiki, itu cukup menguras kuota saya jika tidak ada wifi.",2,negatif
"Aku suka game ini, open world yang luas, gacha nya yang pelit sehingga gamenya menjadi menantang, dan event yang selalu ramai primogem. Semoga hoyoverse tetap melakukan konsep yang seperti ini. Dan ditunggu updatenyaa <3",5,positif
"Subarashi, tapi saran tolong untuk combo di tambahkan variasi lagi dan klo bisa ada air Combonya. Juga klo bisa tambahkan double jump, dan air dash buat karakter atribut angin, biar kerasa klo dia dapet blessing angin",5,positif
"Saya sudah bermain genshin hampir 2 tahun lebih tanpa skip event/login harian, namun saya sangat kecewa saat mendengar bahwa hadiah dari ulang tahun ke 2 genshin hanya 20x pull, sebagai f2p yang bermain saya sangat kecewa saya harap hadiah nya akan lebih bagus/di luar ekspektasi namun ternyata tetap mengecewakan seperti ulangtahun pertama.",1,negatif
"Jujur saja pas awal awal maen ini game lumayan bagus tapi makin kesini makin paham sistem gacha sama artefak di akun gw bener bener ampas Main hampir 2 tahun kalah rate off trus, cuman pernah menang sekali, dan lagi lagi lagi pity merah trus 78-82 , udh gitu reward hadiah nya kecil, hadiah anniversary juga kecil itu itu aja, tolong lah mihoyo kalo akun gw emang pity merah trus setidaknya hadiah reward sama anniversary nya tidak mengecewakan",2,negatif
tolong dong update Tambahin hadiah Ar masa cuma sampai 60 terus kembangkan karakter yang jarang orang pakai lebih di buff lagi supaya kesenjangan antara karakter tidak terlalu besar kalo bisa ehem fitur skip percakapan dong kadang jaringan hilang bentar percakapan diulang dong mana panjang betul,3,negatif
"Udah ultah ke 3, tapi bansos gak beda kaya tahun lalu. Bahkan hsr bansos lancar tiap patch nya. Anime goib, bansos bahkan gak ada peningkatan, se engak nya beri kami select karakter boleh lah yang standar banner. Atau gak beri select senjata banner Berikan peningkatan lah buat genshin impact apalagi udah nyampe ke 3 tahun. Udah banyak uang yang di keluarkan tapi selalu bikin kecewa pas anniversary nya.",1,negatif
"Mantap.. bagus karena saya pemain Honkai Impact 3 jadinya ga ngerasa ada yang aneh sama ini game.. kalo bisa tolong ditingkatkan lagi hadiah event"" yang lain biar para pemain tidak merasa bosan.. dan kalau bisa tolong dibikinkan login bonus seperti Honkai Impact 3.. agar pemain lebih mudah mendapatkan primon gem",5,positif
"Saya mau protes,kenapa akun saya hilang, padahal email nya udh bener sandi udh bener,tapi kenapa setiap mau login pasti tertulis,id atau kata sandi salah,padahl email nya udh bener lo,saya kecewa banget sma yang membuat ini game,udh cape""main lebih dari 3thn pas mau login id slah trs.",1,negatif
"Untuk sekarang kasih bintang 3 dulu, kalau sudah support gamepad buat perangkat Android, update dengan ukuran yang lebih sederhana (gak sampai puluhan giga), baru kasih bintang 5. Catat ya wahai developer tercinta... Game mu udah bagus... 👍👍",3,negatif
"Grafik nya baguss banget, PAKE NANYA, karakter nya bagus"" TPI gachanya yg selalu ampasss,tolong hoyo sistem gachanya di perbaiki lagi soalnya aku kalau di benner pity 81 dpt keqing,semoga di pacth 4.1 aku incer hu Tao bisa bawa pulang:v ada yang bilang game 4no'v",3,negatif
"Semuanya sudah sempurna tapi Sangat disayangkan, game besar seperti ini tidak support controller untuk android & tidak ada nya mic dalam game, dua masalah itu memang bisa diatasi dengan app pihak ke3 tapi itu jadi semakin berat buat device kita, mungkin akan lebih ringan jika semuanya ada dalam game itu sendiri. Sekian :)",3,negatif
"Game nya bagus dan grafiknya bagusss poll,cuman minusnya kalo bisa tolong di bagian unduh datanya jangan terlalu besar ukurannya karena itu yang bikin lama unduh datanya,sudah itu saja sih pendapat sama saran aku",5,positif
"Dari segi grafik, ini paling bagus, emang nguras memori tapi sepadan lah wkwk, gua suka style nya, karakternya, gamenya juga ga ngebosenin lah, bisa nge explore, pertarungan, bisa coop terus populer lagi! Pantes dapet penghargaan, pokoknya ily, genshin impact, terus saya disini mengharapkan hadiah anniversary ke 3, semoga bagus bagus yaa.",5,positif
"Game nya bagus parah, maupun dari segi grafik, cerita, karakter dll, tapi kalo soal size game nya bisa di kurangin gak? Menyiksa handphone banget size game nya",5,positif
"Game yang sangat bagus ya guys.... Tapi perlu diketahui jika game ini SANGAT PELIT!!!, pelit dalam hal gacha karakter sih tidak terlalu masalah, akan tetapi pelitnya dalam hal mendapatkan item artefact itu sangat menggaggu dan lagi kita harus menunggu resin (bahan untuk mencari item) terisi penuh. Dan itu sangat lama... Tapi meskipun begitu saya tetap suka dengan game ini. Yahhh saya kasih bintang 5 dengan harapan pihak genshin impact mau memberi saya item yg bagus di tengah KEPELITAN mereka.",5,positif
Saya sangat memohon agar perangkat android mendapat dukungan untuk menggunakan controller. Karena game seperti ini akan jauh lebih menyenangkan jika bermain menggunakan controller dibandingkan layar sentuh.,4,positif
"Gamenya bagus banget,tetapi hoyoherse tolong memberikan hadiahnya lebih banyak dan change mendapat Character lebih besar,dan saat event besar seperti ulang tahun Chinese New year dan lain lain diberikan karakter 5star.Itu saja pendapat saya tentang game ini",5,positif
"Jujur sih suka banget sama game nya Apalagi ada updatean terbaru keren banget sihh, menurut aku ya ini tuh udah wort it banget sih untuk ukuran segitu!! Soalnya cerita karakter, karakternya, nama2 karakternya dan grafik nya itu lohh bikin mata ga sakit top banget si genshin..!!",5,positif
